0.0 12857.6
19.5 5501.9
39.1 9.0
58.6 13.1
78.1 7.5
97.7 8.5
117.2 2.4
136.7 3.0
156.3 5.2
175.8 1.0
195.3 4.3
214.8 14.5
234.4 26.6
253.9 7.4
273.4 1.4
293.0 4.1
312.5 6.9
332.0 3.3
351.6 1.4
371.1 13.4
390.6 16.8
410.2 1.5
429.7 4.9
449.2 2.9
468.7 2.5
488.3 2.4
507.8 4.0
527.3 22.8
546.9 22.1
566.4 5.6
585.9 4.1
605.5 4.5
625.0 2.7
644.5 4.0
664.1 6.8
683.6 24.6
703.1 17.7
722.7 4.7
742.2 4.0
761.7 1.5
781.2 1.5
800.8 2.1
820.3 8.7
839.8 23.1
859.4 14.9
878.9 0.5
898.4 2.5
918.0 1.9
937.5 1.7
957.0 1.3
976.6 8.1
996.1 22.7
1015.6 14.2
1035.2 4.0
1054.7 4.5
1074.2 5.1
1093.8 3.0
1113.3 2.0
1132.8 13.1
1152.3 24.2
1171.9 8.0
1191.4 1.8
1210.9 1.0
1230.5 6.9
1250.0 5.0
1269.5 4.3
1289.1 17.2
1308.6 30.7
1328.1 11.9
1347.7 3.8
1367.2 1.4
1386.7 2.1
1406.3 1.6
1425.8 2.8
1445.3 16.9
1464.8 22.8
1484.4 7.5
1503.9 1.0
1523.4 1.2
1543.0 1.9
1562.5 2.2
1582.0 2.2
1601.6 17.2
1621.1 24.9
1640.6 5.9
1660.2 4.2
1679.7 3.8
1699.2 3.5
1718.8 4.6
1738.3 4.2
1757.8 29.1
1777.3 23.8
1796.9 4.0
1816.4 4.6
1835.9 4.9
1855.5 6.5
1875.0 5.5
1894.5 2.3
1914.1 3.4
1933.6 4.8
1953.1 4.0
1972.7 3.2
1992.2 3.1
2011.7 1.2
2031.3 1.7
2050.8 3.2
2070.3 4.8
2089.8 5.0
2109.4 2.4
2128.9 2.2
2148.4 4.5
2168.0 2.6
2187.5 3.4
2207.0 1.9
2226.6 1.7
2246.1 2.8
2265.6 1.9
2285.2 2.7
2304.7 5.2
2324.2 4.8
2343.8 4.2
2363.3 6.8
2382.8 3.1
2402.3 2.4
2421.9 1.7
2441.4 4.0
2460.9 1.8
2480.5 3.4
