0.0 12860.5
19.5 5508.6
39.1 13.2
58.6 13.1
78.1 1.2
97.7 5.5
117.2 5.8
136.7 5.7
156.3 5.2
175.8 5.4
195.3 4.1
214.8 4.0
234.4 6.0
253.9 3.1
273.4 0.7
293.0 63.1
312.5 94.3
332.0 24.9
351.6 1.8
371.1 1.4
390.6 0.5
410.2 4.4
429.7 5.7
449.2 0.3
468.7 3.0
488.3 1.3
507.8 2.7
527.3 2.0
546.9 5.2
566.4 2.4
585.9 5.1
605.5 0.5
625.0 3.3
644.5 3.4
664.1 1.6
683.6 9.1
703.1 8.3
722.7 4.8
742.2 2.2
761.7 0.4
781.2 2.7
800.8 3.8
820.3 1.7
839.8 3.1
859.4 4.2
878.9 4.7
898.4 0.8
918.0 2.1
937.5 2.3
957.0 3.7
976.6 3.2
996.1 2.4
1015.6 0.9
1035.2 2.0
1054.7 2.9
1074.2 7.1
1093.8 6.7
1113.3 4.9
1132.8 5.0
1152.3 2.9
1171.9 2.8
1191.4 4.5
1210.9 1.4
1230.5 3.8
1250.0 2.4
1269.5 2.5
1289.1 1.8
1308.6 0.4
1328.1 1.6
1347.7 2.4
1367.2 1.7
1386.7 5.6
1406.3 6.1
1425.8 2.6
1445.3 1.4
1464.8 6.0
1484.4 5.6
1503.9 2.9
1523.4 0.9
1543.0 0.6
1562.5 1.2
1582.0 1.7
1601.6 1.2
1621.1 0.4
1640.6 3.5
1660.2 3.2
1679.7 4.4
1699.2 4.6
1718.8 3.5
1738.3 4.8
1757.8 5.0
1777.3 4.1
1796.9 2.5
1816.4 4.9
1835.9 4.6
1855.5 1.8
1875.0 5.9
1894.5 5.6
1914.1 5.3
1933.6 4.3
1953.1 2.0
1972.7 2.1
1992.2 3.6
2011.7 4.6
2031.3 3.0
2050.8 0.5
2070.3 0.8
2089.8 4.2
2109.4 4.9
2128.9 0.6
2148.4 2.3
2168.0 4.9
2187.5 7.0
2207.0 5.5
2226.6 1.9
2246.1 4.2
2265.6 2.3
2285.2 1.6
2304.7 0.7
2324.2 5.4
2343.8 6.7
2363.3 6.5
2382.8 6.9
2402.3 4.8
2421.9 1.2
2441.4 4.0
2460.9 5.8
2480.5 2.0
